ticket_id,customer_id,ticket_text,team,case_type,created_at
TKT80229,SUB102718,I was billed twice for same recharge Please respond quickly.,Billing,standard,2026-08-01 11:25:00
TKT80230,SUB101375,"Hello team, I inserted the new SIM but there is no service",SIM_Activation,standard,2026-08-03 06:33:00
TKT80231,SUB103016,"Hello team, The refund for my duplicate payment has not arrived Kindly resolve.",Billing,standard,2026-08-01 06:17:00
TKT80232,SUB101899,"Hi, The eSIM QR code is not being accepted and the charges is also a problem",SIM_Activation,noisy,2026-08-05 10:36:00
TKT80233,SUB102289,Urgent: I want to upgrade to a larger data plan Please respond quickly and my SIM is also a problem,Plan_Change,noisy,2026-08-01 19:04:00
TKT80234,SUB101988,Please help. Port-in request is still showing as pending Awaiting your reply.,Network,reassigned,2026-08-03 03:46:00
TKT80235,SUB101723,"Hello team, Activation OTP is not arriving on my phone Please respond quickly.",SIM_Activation,standard,2026-08-02 19:27:00
TKT80236,SUB102914,Please help. My bill shows roaming charges I never used This is the second time I am writing.,Billing,standard,2026-08-04 22:37:00
TKT80237,SUB101431,"Good morning, Calls keep dropping in the Bengaluru area Kindly resolve.",Network,standard,2026-08-04 04:52:00
TKT80238,SUB101652,Please help. I inserted the new SIM but there is no service My number is registered with you.,SIM_Activation,standard,2026-08-01 04:14:00
TKT80239,SUB101712,"Hi, I am porting out unless you can offer something better Awaiting your reply and the bill is also a problem",Retention,noisy,2026-08-05 09:47:00
TKT80240,SUB102141,Urgent: I want to cancel my connection at the end of the month Thanks.,Billing,reassigned,2026-08-01 03:03:00
TKT80241,SUB103021,"Dear support, I want to upgrade to a larger data plan Awaiting your reply.",Plan_Change,standard,2026-08-05 05:22:00
TKT80242,SUB100052,"Good morning, Give me a reason to stay or I am switching Thanks.",Retention,standard,2026-08-02 10:31:00
TKT80243,SUB100604,"Hi, Internet speed has dropped badly this week My number registered with you.",Network,standard,2026-08-03 19:55:00
TKT80244,SUB101267,"Good morning, What plans do you have with more data Thanks.",Plan_Change,standard,2026-08-04 07:39:00
TKT80245,SUB101690,"Hello team, The eSIM QR code is not being accepted Awaiting your reply.",SIM_Activation,standard,2026-08-05 01:09:00
TKT80246,SUB102670,"Good morning, Please explain the extra amount on my invoice",Billing,standard,2026-08-04 18:13:00
TKT80247,SUB102410,Please help. Internet speed has dropped badly this week Thanks.,Network,standard,2026-08-02 16:34:00
TKT80248,SUB100107,"Please close my account, I am moving to another operator My number is registered with you.",Retention,standard,2026-08-01 15:37:00
TKT80249,SUB102513,"Dear support, The connection keeps disconnecting every few minutes Kindly resolve.",Network,standard,2026-08-03 12:39:00
TKT80250,SUB100362,"Hi, I inserted the new SIM but there no service Thanks.",SIM_Activation,standard,2026-08-01 05:36:00
TKT80251,SUB102948,"Dear support, The refund for my duplicate payment has not arrived This is the second time I am writing.",Billing,standard,2026-08-03 20:10:00
TKT80252,SUB100982,"Good morning, Please explain the extra amount on my invoice",Billing,standard,2026-08-03 04:08:00
TKT80253,SUB101780,"Hi, new SIM is not activating, please help Kindly resolve.",SIM_Activation,standard,2026-08-05 16:49:00
TKT80254,SUB101956,Please help. I was billed twice for the same recharge Awaiting your reply.,Billing,standard,2026-08-01 08:58:00
TKT80255,SUB101237,"Good morning, The offer charged me but my SIM is not active Kindly resolve.",SIM_Activation,ambiguous,2026-08-02 10:52:00
TKT80256,SUB100844,Please help. Cancel my postpaid connection immediately Kindly resolve.,Retention,standard,2026-08-05 22:36:00
TKT80257,SUB102863,Please help. I would like to downgrade my monthly pack This is the second time I am writing.,Plan_Change,standard,2026-08-02 03:51:00
TKT80258,SUB100660,Urgent: Very poor coverage inside my office building Awaiting your reply.,SIM_Activation,reassigned,2026-08-02 02:07:00
TKT80259,SUB101634,"Hi, My new plan shows the wrong price on my bill Please respond quickly.",Billing,ambiguous,2026-08-03 07:32:00
TKT80260,SUB100638,"Dear support, 4G is not working since yesterday morning Kindly resolve.",Network,standard,2026-08-01 22:33:00
TKT80261,SUB100309,"Hello team, Port-in is stuck and I am being billed for both numbers Kindly resolve.",SIM_Activation,ambiguous,2026-08-03 08:38:00
TKT80262,SUB100376,"Hello team, Please switch my account from prepaid to postpaid This is the second time I am writing.",Plan_Change,standard,2026-08-04 03:48:00
TKT80263,SUB101496,"Good morning, I am porting out unless you can offer something better",Billing,reassigned,2026-08-02 14:39:00
TKT80264,SUB102204,I want to cancel because the signal in Noida is terrible Please respond quickly.,Retention,ambiguous,2026-08-04 14:56:00
TKT80265,SUB101350,Internet speed has dropped badly this week My number is registered with you.,Network,standard,2026-08-05 08:27:00
TKT80266,SUB103005,Urgent: replacement SIM has not started working Awaiting your reply.,SIM_Activation,standard,2026-08-05 09:09:00
TKT80267,SUB101740,"Hello team, I was billed twice for the same recharge This is the second time I am writing.",Billing,standard,2026-08-02 11:55:00
TKT80268,SUB102966,I would like to downgrade my monthly pack Thanks.,Plan_Change,standard,2026-08-05 00:20:00
TKT80269,SUB101457,Please help. Please explain the extra amount on my invoice This is the second time I am writing.,Billing,standard,2026-08-04 00:34:00
TKT80270,SUB102627,Urgent: Very poor coverage inside my office building This is the second time I am writing.,Network,standard,2026-08-03 10:53:00
TKT80271,SUB100810,"Hello team, Give me a reason to stay or I am switching Kindly resolve.",Retention,standard,2026-08-02 13:07:00
TKT80272,SUB100749,"Hello team, I would like to downgrade my monthly pack This is the second time I am writing.",Plan_Change,standard,2026-08-05 17:43:00
TKT80273,SUB101819,"Dear support, The connection keeps disconnecting every few minutes My number is registered with you.",Network,standard,2026-08-03 20:34:00
TKT80274,SUB101053,"Good morning, Very poor coverage inside my office building Awaiting your reply.",Network,standard,2026-08-04 08:00:00
TKT80275,SUB101621,"Good morning, Please close my account, I am moving to another operator My number is registered with you.",Retention,standard,2026-08-02 04:11:00
TKT80276,SUB101637,"Good morning, My invoice is higher than usual this month Awaiting your reply.",Billing,standard,2026-08-02 10:52:00
TKT80277,SUB101251,Please help. Internet speed has dropped badly this week number is registered with you.,Network,standard,2026-08-05 22:20:00
TKT80278,SUB100066,"Urgent: My new SIM is not activating, please help My number is registered with you.",SIM_Activation,standard,2026-08-03 02:07:00
TKT80279,SUB101497,"Hello team, Internet speed has dropped badly this week",Network,standard,2026-08-04 03:16:00
TKT80280,SUB102291,Urgent: There is no signal at my home in Bengaluru and my bill is also a problem,Network,noisy,2026-08-02 01:11:00
TKT80281,SUB100797,"Please close my account, I am moving to another operator This is the second time I am writing and the bill is also a problem",Retention,noisy,2026-08-05 22:14:00
TKT80282,SUB100556,"Good morning, I am porting out unless you can offer something better",Retention,standard,2026-08-02 08:21:00
TKT80283,SUB100284,"Hello team, My bill shows roaming charges I never used Kindly resolve.",Billing,standard,2026-08-04 02:19:00
TKT80284,SUB101833,"Good morning, Port-in request is still showing as pending Thanks.",SIM_Activation,standard,2026-08-04 17:35:00
TKT80285,SUB101208,"Good morning, There is a charge on my bill I do not recognise My number is registered with you.",Billing,standard,2026-08-02 14:09:00
TKT80286,SUB101846,The refund for duplicate payment has not arrived My number is registered with you and the signal is also a problem,Billing,noisy,2026-08-02 13:12:00
TKT80287,SUB100779,Urgent: 4G is not working since yesterday morning My number is registered with you.,Network,standard,2026-08-04 17:41:00
TKT80288,SUB101626,"Hello team, I want to upgrade to a larger data plan Awaiting your reply and my SIM is also a problem",Plan_Change,noisy,2026-08-02 09:29:00
TKT80289,SUB100022,"Hi, I inserted the new SIM but there is no service Kindly resolve.",SIM_Activation,standard,2026-08-02 08:35:00
TKT80290,SUB103033,Urgent: Please explain the extra amount on my invoice Thanks.,Billing,standard,2026-08-04 18:17:00
TKT80291,SUB101876,Please help. I want to cancel my connection at the end of month Awaiting your reply.,Retention,standard,2026-08-03 11:49:00
TKT80292,SUB100220,"Hello team, The connection keeps disconnecting every few minutes",Network,standard,2026-08-02 17:05:00
TKT80293,SUB100158,"Dear support, Calls keep dropping in the Hyderabad area Please respond quickly.",Network,standard,2026-08-01 01:31:00
TKT80294,SUB100606,"Hi, My invoice is higher than usual this month This is the second time I am writing.",Billing,standard,2026-08-04 21:16:00
TKT80295,SUB100453,"Hello team, Cancel my postpaid connection immediately Kindly resolve.",Retention,standard,2026-08-02 12:39:00
TKT80296,SUB101517,Urgent: I want to upgrade to a larger data plan This is the second time I am writing.,Plan_Change,standard,2026-08-03 00:27:00
TKT80297,SUB101251,"Hello team, I would like to downgrade my monthly pack This is the second time I am writing and my SIM is also a problem",Plan_Change,noisy,2026-08-02 00:38:00
TKT80298,SUB100613,"Hi, 4G is not working since yesterday morning Awaiting your reply and my plan is also a problem",Network,noisy,2026-08-03 04:15:00
TKT80299,SUB100858,"Good morning, I want to cancel my connection at the end of the month This is the second time I am writing.",Billing,reassigned,2026-08-03 03:21:00
TKT80300,SUB102875,"Hi, The connection keeps disconnecting every few minutes Kindly resolve.",Network,standard,2026-08-05 06:24:00
TKT80301,SUB100869,Urgent: I was billed twice for the same recharge Please respond quickly and the signal is also a problem,Billing,noisy,2026-08-04 15:31:00
TKT80302,SUB100165,"Dear support, Give me a reason to stay or I am switching Awaiting your reply.",Retention,standard,2026-08-01 13:10:00
TKT80303,SUB101427,"Good morning, Port-in request is still showing as pending Thanks.",SIM_Activation,standard,2026-08-05 14:26:00
TKT80304,SUB101779,Urgent: I changed my plan but now the internet does not work Thanks.,Network,ambiguous,2026-08-04 22:30:00
TKT80305,SUB100631,"Hello team, There a charge on my bill I do not recognise Please respond quickly.",Billing,standard,2026-08-01 22:32:00
TKT80306,SUB100774,Urgent: invoice is higher than usual this month My number is registered with you.,Billing,standard,2026-08-05 19:15:00
TKT80307,SUB100129,"Hi, Cancel my postpaid connection immediately Please respond quickly.",Retention,standard,2026-08-02 14:28:00
TKT80308,SUB101304,"Urgent: My new SIM is not activating, please help Thanks.",SIM_Activation,standard,2026-08-05 23:57:00
TKT80309,SUB100410,"Dear support, I am porting out unless you can offer something better Thanks.",Retention,standard,2026-08-02 13:34:00
TKT80310,SUB102298,I want to upgrade to a larger data plan My number is registered with you and the network is also a problem,Plan_Change,noisy,2026-08-02 01:27:00
TKT80311,SUB101523,Please help. The eSIM QR code is not being accepted and the charges is also a problem,SIM_Activation,noisy,2026-08-05 15:36:00
TKT80312,SUB102145,Urgent: Give me a reason to stay or I am switching Please respond quickly.,Retention,standard,2026-08-02 11:54:00
TKT80313,SUB102519,"Dear support, What plans do you have with more data Please respond quickly and my bill is also a problem",Plan_Change,noisy,2026-08-05 15:49:00
TKT80314,SUB102850,"Hello team, My new plan shows the wrong price on my bill Please respond quickly.",Billing,ambiguous,2026-08-02 21:07:00
TKT80315,SUB100427,Please help. I inserted the new SIM but there is no service Kindly resolve and my plan is also a problem,SIM_Activation,noisy,2026-08-03 00:30:00
TKT80316,SUB100900,Urgent: Please switch my account from prepaid to postpaid Awaiting your reply.,Plan_Change,standard,2026-08-05 13:55:00
TKT80317,SUB102832,Port-in is stuck and I am being billed for both numbers My number is registered with you.,SIM_Activation,ambiguous,2026-08-01 07:37:00
TKT80318,SUB101491,Please help. My bill shows roaming charges I never used Please respond quickly.,Billing,standard,2026-08-03 19:22:00
TKT80319,SUB102942,"Hello team, I would like to downgrade my monthly pack Kindly resolve.",Plan_Change,standard,2026-08-05 23:40:00
TKT80320,SUB101140,"Hello team, I want to cancel because the signal in Chennai is terrible Kindly resolve.",Retention,ambiguous,2026-08-01 00:31:00
TKT80321,SUB100747,"Hi, Can I add an international pack to my plan Please respond quickly.",Plan_Change,standard,2026-08-02 17:22:00
TKT80322,SUB103170,"Dear support, Please explain the extra amount on my invoice Awaiting your reply and the signal is also a problem",Billing,noisy,2026-08-01 03:42:00
TKT80323,SUB103091,"Dear support, I want to cancel my connection at the end of the month This is the second time I am writing.",Retention,standard,2026-08-03 22:34:00
TKT80324,SUB102728,Please help. I inserted the new SIM but there is no service Kindly resolve.,SIM_Activation,standard,2026-08-01 05:27:00
TKT80325,SUB100008,Port-in request is still showing as pending Kindly resolve.,Network,reassigned,2026-08-02 18:21:00
TKT80326,SUB101815,Urgent: I would like to downgrade my monthly pack,Billing,reassigned,2026-08-05 03:13:00
TKT80327,SUB102761,I changed my plan but now the internet does not work,Network,ambiguous,2026-08-02 09:14:00
TKT80328,SUB102184,"Dear support, Can I add an international pack to my plan Please respond quickly and my SIM is also a problem",Plan_Change,noisy,2026-08-05 04:24:00
TKT80329,SUB100510,"Dear support, There is no signal at my home in Bengaluru Thanks.",SIM_Activation,reassigned,2026-08-04 09:43:00
TKT80330,SUB100247,Urgent: Can I add an international pack to my plan This is the second time I am writing.,Plan_Change,standard,2026-08-02 18:03:00
TKT80331,SUB101598,Please help. My bill shows roaming charges I never used My number is registered with you.,Billing,standard,2026-08-02 01:39:00
TKT80332,SUB100837,"Dear support, The eSIM QR code is not being accepted Please respond quickly.",SIM_Activation,standard,2026-08-02 06:08:00
TKT80333,SUB100037,Urgent: The eSIM QR code is not being accepted Kindly resolve.,SIM_Activation,standard,2026-08-04 18:36:00
TKT80334,SUB102753,"Please help. I have decided to leave, what is the disconnection process This is the second time I am writing.",Retention,standard,2026-08-01 08:51:00
TKT80335,SUB102004,"Hello team, There a charge on my bill I do not recognise Awaiting your reply.",Billing,standard,2026-08-02 02:31:00
TKT80336,SUB102796,"Good morning, Please close my account, I am moving to another operator Thanks.",Retention,standard,2026-08-01 19:07:00
TKT80337,SUB101347,"Good morning, What plans do you have with more data",Plan_Change,standard,2026-08-03 18:39:00
TKT80338,SUB100841,"Dear support, Port-in request is still showing as pending This is the second time I am writing.",SIM_Activation,standard,2026-08-05 22:32:00
TKT80339,SUB100438,"Dear support, My invoice is higher than usual this month Awaiting your reply.",Billing,standard,2026-08-03 21:10:00
TKT80340,SUB102153,"Good morning, There is a charge on my bill I do not recognise Thanks.",Billing,standard,2026-08-03 19:53:00
TKT80341,SUB100804,"Dear support, I was billed twice for the same recharge Kindly resolve.",Billing,standard,2026-08-03 18:40:00
TKT80342,SUB100458,"Dear support, I want to upgrade to a larger data plan Please respond quickly.",Billing,reassigned,2026-08-01 12:49:00
TKT80343,SUB101321,"Hello team, Port-in request is still showing as pending Kindly resolve.",SIM_Activation,standard,2026-08-04 16:03:00
TKT80344,SUB100111,"Urgent: My new SIM is not activating, please help This is the second time I am writing and my plan is also a problem",SIM_Activation,noisy,2026-08-01 12:28:00
TKT80345,SUB100885,"Good morning, My replacement SIM has not started working Please respond quickly.",SIM_Activation,standard,2026-08-03 00:30:00
TKT80346,SUB102452,Please help. I changed my plan but now the internet does not work This is the second time I am writing.,Network,ambiguous,2026-08-01 01:00:00
TKT80347,SUB102168,"Hi, The eSIM QR code is not being accepted Please respond quickly.",SIM_Activation,standard,2026-08-03 08:12:00
TKT80348,SUB101851,"Urgent: I have decided to leave, what is the disconnection process",Retention,standard,2026-08-04 02:07:00
TKT80349,SUB100589,"Good morning, My bill shows roaming charges I never used Awaiting your reply.",Billing,standard,2026-08-05 04:09:00
TKT80350,SUB101526,"Hi, What plans do you have with more data and my bill is also a problem",Plan_Change,noisy,2026-08-04 00:09:00
TKT80351,SUB101989,Calls keep dropping in the Delhi area,Network,standard,2026-08-02 15:48:00
TKT80352,SUB100349,"Dear support, Slow internet and my bill went up too Awaiting your reply.",Billing,ambiguous,2026-08-05 03:36:00
TKT80353,SUB100909,"Hi, I would like to downgrade my monthly pack",Plan_Change,standard,2026-08-05 17:51:00
TKT80354,SUB100508,Please help. The eSIM QR code is not being accepted,SIM_Activation,standard,2026-08-02 04:04:00
TKT80355,SUB101221,"Good morning, There is no signal at my home in Chennai My number is registered with you.",Network,standard,2026-08-02 00:28:00
TKT80356,SUB100271,"Hi, Internet speed has dropped badly this week",Network,standard,2026-08-05 20:14:00
TKT80357,SUB100178,"Hi, My replacement SIM has not started working Thanks.",SIM_Activation,standard,2026-08-05 06:40:00
TKT80358,SUB102568,"Dear support, There is a charge on my bill I do not recognise",Billing,standard,2026-08-02 07:07:00
TKT80359,SUB100647,"Urgent: Please close my account, I am moving to another operator This is the second time I am writing.",Retention,standard,2026-08-02 12:06:00
TKT80360,SUB101962,"Good morning, Can I add an international pack to my plan Awaiting your reply.",Plan_Change,standard,2026-08-03 00:59:00
TKT80361,SUB102121,Please help. 4G is not working since yesterday morning My number is registered with you.,Network,standard,2026-08-02 18:47:00
TKT80362,SUB102711,"Good morning, I am porting out unless you can offer something better",Billing,reassigned,2026-08-01 04:23:00
TKT80363,SUB101979,"Hi, I inserted the new SIM but there is no service Awaiting your reply.",SIM_Activation,standard,2026-08-05 23:15:00
TKT80364,SUB100985,"Hi, Give me a reason to stay or I am switching This is the second time I am writing.",Retention,standard,2026-08-05 01:13:00
TKT80365,SUB101444,"Dear support, The connection keeps disconnecting every few minutes My number is registered with you.",Network,standard,2026-08-01 14:01:00
TKT80366,SUB101138,Urgent: Please explain the extra amount on my invoice Kindly resolve.,Billing,standard,2026-08-01 21:54:00
TKT80367,SUB100775,Please help. Port-in request is still showing as pending,SIM_Activation,standard,2026-08-05 11:56:00
TKT80368,SUB101162,Please help. Calls keep dropping the Bengaluru area,Network,standard,2026-08-01 20:26:00
TKT80369,SUB101689,"Hi, My invoice is higher than usual this month Kindly resolve.",Billing,standard,2026-08-03 06:56:00
TKT80370,SUB100294,Please help. Cancel my postpaid connection immediately Awaiting your reply.,Retention,standard,2026-08-04 16:25:00
TKT80371,SUB101454,"Hello team, Activation OTP is not arriving on my phone",SIM_Activation,standard,2026-08-02 20:16:00
TKT80372,SUB102394,"Hi, Calls keep dropping in the Mumbai area Awaiting your reply.",Network,standard,2026-08-03 06:42:00
TKT80373,SUB102084,"Dear support, The eSIM QR code is not being accepted",SIM_Activation,standard,2026-08-02 21:43:00
TKT80374,SUB101780,Please explain the extra amount on my invoice Please respond quickly.,Billing,standard,2026-08-01 15:29:00
TKT80375,SUB100499,"Hello team, I want to cancel because the signal in Kolkata is terrible This is the second time I am writing.",Retention,ambiguous,2026-08-04 02:52:00
TKT80376,SUB101185,"Hello team, My invoice is higher than usual this month Thanks.",Billing,standard,2026-08-02 02:07:00
TKT80377,SUB101956,"Hello team, My new SIM is not activating, please help This is the second time I am writing.",SIM_Activation,standard,2026-08-02 10:13:00
TKT80378,SUB101693,"Hello team, I am porting out unless you can offer something better Please respond quickly.",Retention,standard,2026-08-02 12:32:00
TKT80379,SUB100343,Please help. My replacement SIM has not started working,SIM_Activation,standard,2026-08-05 09:59:00
TKT80380,SUB100527,"Hello team, The eSIM QR code is not being accepted Please respond quickly.",SIM_Activation,standard,2026-08-04 07:00:00
TKT80381,SUB102817,"Dear support, invoice is higher than usual this month Awaiting your reply.",Billing,standard,2026-08-05 22:19:00
TKT80382,SUB102185,"Hello team, 4G is not working since yesterday morning Thanks.",Network,standard,2026-08-01 21:55:00
TKT80383,SUB101078,"Hello team, Please explain the extra amount on my invoice Thanks.",Billing,standard,2026-08-02 02:09:00
TKT80384,SUB100763,"Dear support, The refund for my duplicate payment has not arrived My number is registered with you.",Billing,standard,2026-08-04 13:10:00
TKT80385,SUB102749,"Hi, Cancel my postpaid connection immediately Thanks.",Retention,standard,2026-08-04 16:24:00
TKT80386,SUB101270,I want to change my plan before the next cycle Awaiting your reply.,Plan_Change,standard,2026-08-02 03:17:00
TKT80387,SUB100890,"Hello team, Can I add an international pack to my plan This is the second time I am writing.",Plan_Change,standard,2026-08-01 10:19:00
TKT80388,SUB101102,"Dear support, Give me a reason to stay or I am switching This is the second time I am writing.",Retention,standard,2026-08-04 13:17:00
TKT80389,SUB100510,Urgent: The connection keeps disconnecting every few minutes Kindly resolve.,Network,standard,2026-08-01 16:51:00
TKT80390,SUB100595,"Hi, Internet speed has dropped badly this week and my plan is also a problem",Network,noisy,2026-08-04 06:36:00
TKT80391,SUB103089,"Hi, My new SIM is not activating, please help is the second time I am writing.",SIM_Activation,standard,2026-08-05 20:00:00
TKT80392,SUB100528,Can I add an international pack to my plan,Plan_Change,standard,2026-08-01 15:26:00
TKT80393,SUB100916,"Hello team, I want to upgrade to a larger data plan Kindly resolve and the network is also a problem",Plan_Change,noisy,2026-08-04 12:56:00
TKT80394,SUB102503,"Dear support, Give me a reason to stay or I am switching My number is registered with you.",Retention,standard,2026-08-01 22:45:00
TKT80395,SUB101750,"Good morning, Please switch my account from prepaid to postpaid Thanks.",Plan_Change,standard,2026-08-01 13:09:00
TKT80396,SUB102681,"Hi, Cancel my postpaid connection immediately Awaiting your reply.",Retention,standard,2026-08-02 19:35:00
TKT80397,SUB100842,I would like to downgrade monthly pack Please respond quickly.,Plan_Change,standard,2026-08-03 00:41:00
TKT80398,SUB100267,"Hi, I want to change plan before the next cycle Please respond quickly.",Plan_Change,standard,2026-08-05 10:29:00
TKT80399,SUB101871,The refund for my duplicate payment has not arrived Kindly resolve.,Billing,standard,2026-08-04 04:11:00
TKT80400,SUB101780,Urgent: My new plan shows the wrong price on my bill,Billing,ambiguous,2026-08-05 07:23:00
TKT80401,SUB101940,"Hello team, I want to upgrade to a larger data plan Thanks.",Plan_Change,standard,2026-08-04 20:08:00
TKT80402,SUB101709,Please help. Calls keep dropping in the Noida area This is the second time I am writing.,Network,standard,2026-08-02 13:06:00
TKT80403,SUB101471,Please help. 4G is not working since yesterday morning Please respond quickly.,Network,standard,2026-08-03 18:13:00
TKT80404,SUB102407,"Dear support, Please explain the extra amount on my invoice Awaiting your reply.",Billing,standard,2026-08-02 00:52:00
TKT80405,SUB100852,"Dear support, Activation OTP is not arriving on my phone Please respond quickly.",SIM_Activation,standard,2026-08-05 23:26:00
TKT80406,SUB102604,"Hello team, Please switch my account from prepaid to postpaid Please respond quickly.",Plan_Change,standard,2026-08-02 17:54:00
TKT80407,SUB102173,"Dear support, The connection keeps disconnecting every few minutes Kindly resolve.",Network,standard,2026-08-05 06:30:00
TKT80408,SUB102506,Urgent: The refund for my duplicate payment has not arrived My number is registered with you and the signal is also a problem,Billing,noisy,2026-08-03 20:35:00
TKT80409,SUB101346,"Hi, There is no signal at my home in Chennai This is the second time I am writing.",Network,standard,2026-08-05 11:13:00
TKT80410,SUB101512,"Please help. My new SIM is not activating, please help",SIM_Activation,standard,2026-08-01 07:31:00
TKT80411,SUB102018,Urgent: I would like to downgrade my monthly pack and my bill is also a problem,Plan_Change,noisy,2026-08-03 18:54:00
TKT80412,SUB102882,Please help. I would like to downgrade my monthly pack Thanks.,Plan_Change,standard,2026-08-05 03:48:00
TKT80413,SUB101489,"Please close my account, I am moving to another operator My number is registered with you and the signal is also a problem",Retention,noisy,2026-08-01 17:19:00
TKT80414,SUB101152,"Urgent: Please close my account, I am moving to another operator Thanks.",Retention,standard,2026-08-04 19:39:00
TKT80415,SUB100368,I am porting out unless you can offer something better This is the second time I am writing.,Retention,standard,2026-08-04 05:32:00
TKT80416,SUB101552,"Dear support, I would like to downgrade my monthly pack Thanks.",Plan_Change,standard,2026-08-04 10:31:00
TKT80417,SUB101042,Urgent: I was billed twice for the same recharge Please respond quickly.,Billing,standard,2026-08-01 14:15:00
TKT80418,SUB102971,"Dear support, I changed my plan but now the internet does not work number is registered with you.",Network,ambiguous,2026-08-03 18:26:00
TKT80419,SUB103189,Urgent: I want to upgrade to a larger data plan My number is registered with you.,Plan_Change,standard,2026-08-01 11:36:00
TKT80420,SUB102670,Urgent: 4G is not working since yesterday morning Awaiting your reply.,Network,standard,2026-08-01 00:12:00
TKT80421,SUB100739,Urgent: The refund for my duplicate payment has not arrived My number is registered with you.,Billing,standard,2026-08-01 08:42:00
TKT80422,SUB100282,"Hi, The offer charged me but my SIM is not active This is the second time I am writing.",SIM_Activation,ambiguous,2026-08-03 08:10:00
TKT80423,SUB100187,"Hi, My replacement SIM has not started working",Network,reassigned,2026-08-05 17:23:00
TKT80424,SUB102541,"Good morning, I inserted the new SIM but there is no service This is the second time I am writing.",SIM_Activation,standard,2026-08-02 21:20:00
TKT80425,SUB100871,"Good morning, Please explain the extra amount on my invoice Awaiting your reply.",Plan_Change,reassigned,2026-08-02 08:56:00
TKT80426,SUB101006,Urgent: The refund for my duplicate payment has not arrived Kindly resolve.,Billing,standard,2026-08-02 21:16:00
TKT80427,SUB102970,"Hello team, The connection keeps disconnecting every few minutes Awaiting your reply.",Network,standard,2026-08-02 13:04:00
TKT80428,SUB101767,Urgent: eSIM QR code is not being accepted This is the second time I am writing.,SIM_Activation,standard,2026-08-04 01:01:00
TKT80429,SUB102238,"Hi, Internet speed has dropped badly this week Kindly resolve.",Network,standard,2026-08-01 05:49:00
TKT80430,SUB100099,Urgent: I want to upgrade a larger data plan,Plan_Change,standard,2026-08-05 01:04:00
TKT80431,SUB100418,"Hi, Internet speed has dropped badly this week and my plan is also a problem",SIM_Activation,reassigned,2026-08-05 09:02:00
TKT80432,SUB100421,"Hello team, My new SIM is not activating, please help This is the second time I am writing.",SIM_Activation,standard,2026-08-03 04:58:00
TKT80433,SUB100230,"Hello team, Please explain the extra amount on my invoice Kindly resolve.",Plan_Change,reassigned,2026-08-01 03:51:00
TKT80434,SUB101486,I want to change my plan before the next cycle This is the second time I am writing.,Plan_Change,standard,2026-08-04 03:03:00
TKT80435,SUB103080,Please help. There is a charge on my bill I do not recognise Kindly resolve.,Billing,standard,2026-08-02 12:06:00
TKT80436,SUB100961,Please help. Internet speed has dropped badly this week Thanks and my bill is also a problem,Network,noisy,2026-08-02 05:34:00
TKT80437,SUB101479,Urgent: I want to change my plan before the next cycle Thanks.,Plan_Change,standard,2026-08-01 17:21:00
TKT80438,SUB101695,Very poor coverage inside my office building This is the second time I am writing.,Network,standard,2026-08-01 21:32:00
TKT80439,SUB101619,Please help. What plans do you have with more data Kindly resolve and my SIM is also a problem,Billing,reassigned,2026-08-04 17:52:00
TKT80440,SUB100660,"Hi, Cancel my postpaid connection immediately",Retention,standard,2026-08-03 15:18:00
TKT80441,SUB101674,Urgent: Activation OTP is not arriving on my phone,SIM_Activation,standard,2026-08-01 10:36:00
TKT80442,SUB101839,Please help. Internet speed has dropped badly this week Please respond quickly.,Network,standard,2026-08-04 15:16:00
TKT80443,SUB101724,"Good morning, I have decided to leave, what is the disconnection process Thanks.",Billing,reassigned,2026-08-01 11:56:00
TKT80444,SUB102008,Please help. What plans do you have with more data Kindly resolve.,Plan_Change,standard,2026-08-05 23:29:00
TKT80445,SUB100573,"Good morning, I am porting out unless you can offer something better Thanks.",Retention,standard,2026-08-05 00:10:00
TKT80446,SUB102009,"Hello team, Port-in request is still showing as pending Thanks.",SIM_Activation,standard,2026-08-02 10:11:00
TKT80447,SUB100625,"Hello team, Port-in request is still showing as pending This is the second time I am writing.",Network,reassigned,2026-08-04 08:40:00
TKT80448,SUB102377,"Please help. My new SIM is not activating, please help Kindly resolve.",SIM_Activation,standard,2026-08-01 22:25:00
TKT80449,SUB100073,Please explain the extra amount on my invoice My number is registered with you.,Billing,standard,2026-08-02 04:13:00
TKT80450,SUB102217,"Hi, I am porting out unless you can offer something better My number is registered with you.",Retention,standard,2026-08-02 20:16:00
TKT80451,SUB100210,"Please help. My new SIM is not activating, please help Please respond quickly.",SIM_Activation,standard,2026-08-03 07:18:00
TKT80452,SUB103112,"Dear support, There is a charge on my bill I do not recognise Awaiting your reply and my plan is also a problem",Billing,noisy,2026-08-03 07:51:00
TKT80453,SUB100959,"Hello team, Can I add an international pack to my plan This is the second time I am writing and my bill is also a problem",Plan_Change,noisy,2026-08-02 11:24:00
TKT80454,SUB101554,"Good morning, There is a charge on my bill I do not recognise This is the second time I am writing.",Billing,standard,2026-08-05 04:49:00
TKT80455,SUB102835,Please help. Please switch my account from prepaid to postpaid,Plan_Change,standard,2026-08-03 09:42:00
TKT80456,SUB101526,"Dear support, There is no signal at my home in Pune",Network,standard,2026-08-05 17:26:00
TKT80457,SUB102855,"Hi, The connection keeps disconnecting every few minutes Kindly resolve.",Network,standard,2026-08-01 17:23:00
