message_id,customer_id,message_text,true_sentiment,case_type,received_at
MSG60272,SUB102797,The app works well and my bill was finally correct this month,Positive,standard,2026-08-03 04:38:00
MSG60273,SUB102950,I would like to change my monthly plan from next cycle,Neutral,standard,2026-08-01 15:17:00
MSG60274,SUB100358,"Great support today, the agent solved my problem in minutes",Positive,standard,2026-08-01 02:30:00
MSG60275,SUB103063,"Excellent coverage on my trip to Mumbai, very satisfied",Positive,standard,2026-08-02 17:28:00
MSG60276,SUB102428,I want to know my current data balance for this month,Neutral,standard,2026-08-02 23:38:00
MSG60277,SUB100259,"Best network I have used, thank you for the quick help",Positive,standard,2026-08-03 08:20:00
MSG60278,SUB100903,The signal is awful here and I am seriously thinking of porting out,Negative,standard,2026-08-04 00:04:00
MSG60279,SUB102142,I was worried about my bill but it turned out fine,Positive,hard,2026-08-05 12:24:00
MSG60280,SUB102425,Please tell me how to activate international roaming for Hyderabad,Neutral,standard,2026-08-04 13:13:00
MSG60281,SUB102622,I have been overcharged again on my bill and nobody will explain why,Negative,standard,2026-08-04 11:37:00
MSG60282,SUB101639,Please tell me how to activate international roaming for Delhi,Neutral,standard,2026-08-02 12:27:00
MSG60283,SUB100319,"Fast internet at a fair price, I am really pleased",Positive,standard,2026-08-01 02:14:00
MSG60284,SUB103026,What time does the store in Noida open on Sunday,Neutral,standard,2026-08-03 07:48:00
MSG60285,SUB101334,I would like to change my monthly plan from next cycle,Neutral,standard,2026-08-04 02:43:00
MSG60286,SUB102797,"Great support today, the agent solved my problem in minutes",Positive,standard,2026-08-04 03:38:00
MSG60287,SUB101999,"The new 5G in Pune is excellent, very happy with the speed",Positive,standard,2026-08-05 18:11:00
MSG60288,SUB100652,No internet for three days in Noida and not one person helped me,Negative,standard,2026-08-01 08:08:00
MSG60289,SUB102823,No internet for three days in Chennai and not one person helped me,Negative,standard,2026-08-01 03:09:00
MSG60290,SUB102622,"Best network I have used, thank you for the quick help",Positive,standard,2026-08-01 13:53:00
MSG60291,SUB102140,What time does the store in Mumbai open on Sunday,Neutral,standard,2026-08-05 19:37:00
MSG60292,SUB103135,"I love the new eSIM, activation was easy and quick",Positive,standard,2026-08-02 18:32:00
MSG60293,SUB100936,"Great support today, the agent solved my problem in minutes",Positive,standard,2026-08-01 02:21:00
MSG60294,SUB103135,I need to update the billing address on my account,Neutral,standard,2026-08-03 20:32:00
MSG60295,SUB101537,I have been overcharged again on my bill and nobody will explain why,Negative,standard,2026-08-05 05:50:00
MSG60296,SUB102706,I want to know my current data balance for this month,Neutral,standard,2026-08-02 00:02:00
MSG60297,SUB100089,I would like to change my monthly plan from next cycle,Neutral,standard,2026-08-02 05:36:00
MSG60298,SUB102463,"The network is terrible in Hyderabad, my calls drop every single day",Negative,standard,2026-08-04 16:29:00
MSG60299,SUB102259,The signal is awful here and I am seriously thinking of porting out,Negative,standard,2026-08-04 19:28:00
MSG60300,SUB101423,"My data finished far too fast, I am very disappointed with this plan",Negative,standard,2026-08-04 04:42:00
MSG60301,SUB103010,"Fantastic experience, the festival offer was a great deal",Positive,standard,2026-08-05 12:54:00
MSG60302,SUB102508,I need to update the billing address on my account,Neutral,standard,2026-08-04 07:02:00
MSG60303,SUB100923,"Third complaint this month about the same billing error, still unresolved",Negative,standard,2026-08-02 16:59:00
MSG60304,SUB102940,"Third complaint this month about the same billing error, still unresolved",Negative,standard,2026-08-03 18:41:00
MSG60305,SUB101494,"Great support today, the agent solved my problem in minutes",Positive,standard,2026-08-04 11:09:00
MSG60306,SUB101021,Can you explain the charges on my last invoice,Neutral,standard,2026-08-02 20:51:00
MSG60307,SUB102828,"Excellent coverage on my trip to Kolkata, very satisfied",Positive,standard,2026-08-05 20:47:00
MSG60308,SUB102584,Not the worst month I have had with you,Positive,hard,2026-08-05 08:28:00
MSG60309,SUB999999,"I am extremely frustrated, my SIM activation has failed twice now",Negative,standard,2026-08-04 00:43:00
MSG60310,SUB102155,"Worst service I have ever had, I waited two hours and got nothing",Negative,standard,2026-08-01 17:29:00
MSG60311,SUB100212,Please tell me how to activate international roaming for Mumbai,Neutral,standard,2026-08-03 05:08:00
MSG60312,SUB102944,I need to update the billing address on my account,Neutral,standard,2026-08-02 06:44:00
MSG60313,SUB100051,"Excellent coverage on my trip to Hyderabad, very satisfied",Positive,standard,2026-08-04 11:38:00
MSG60314,SUB999999,I have been overcharged again on my bill and nobody will explain why,Negative,standard,2026-08-03 03:21:00
MSG60315,SUB101575,I want to know my current data balance for this month,Neutral,standard,2026-08-03 08:41:00
MSG60316,SUB102066,I want to know my current data balance for this month,Neutral,standard,2026-08-04 09:16:00
MSG60317,SUB102895,Can you explain the charges on my last invoice,Neutral,standard,2026-08-05 00:19:00
MSG60318,SUB102943,Nothing about this service is good,Negative,hard,2026-08-01 17:42:00
MSG60319,SUB100060,The app works well and my bill was finally correct this month,Positive,standard,2026-08-01 18:20:00
MSG60320,SUB101468,"Great support today, the agent solved my problem in minutes",Positive,standard,2026-08-05 20:25:00
MSG60321,SUB102438,Call quality in Kolkata is unacceptable for what I am paying,Negative,standard,2026-08-04 19:08:00
MSG60322,SUB101690,How do I transfer my number to a new SIM card,Neutral,standard,2026-08-04 21:09:00
MSG60323,SUB102283,I want to know my current data balance for this month,Neutral,standard,2026-08-05 23:35:00
MSG60324,SUB101945,"The network is terrible in Mumbai, my calls drop every single day",Negative,standard,2026-08-02 16:31:00
MSG60325,SUB999999,"Great support today, the agent solved my problem in minutes",Positive,standard,2026-08-04 00:04:00
MSG60326,SUB999999,"My data finished far too fast, I am very disappointed with this plan",Negative,standard,2026-08-03 07:58:00
MSG60327,SUB100936,"I love the new eSIM, activation was easy and quick",Positive,standard,2026-08-03 09:21:00
MSG60328,SUB103168,"My data finished far too fast, I am very disappointed with this plan",Negative,standard,2026-08-02 07:38:00
MSG60329,SUB101630,Call quality in Bengaluru is unacceptable for what I am paying,Negative,standard,2026-08-01 05:00:00
MSG60330,SUB103012,What time does the store in Noida open on Sunday,Neutral,standard,2026-08-03 10:23:00
MSG60331,SUB100215,"Excellent coverage on my trip to Bengaluru, very satisfied",Positive,standard,2026-08-01 22:41:00
MSG60332,SUB101048,Call quality in Hyderabad is unacceptable for what I am paying,Negative,standard,2026-08-04 21:23:00
MSG60333,SUB102486,"I am extremely frustrated, my SIM activation has failed twice now",Negative,standard,2026-08-02 04:34:00
MSG60334,SUB101409,I have been overcharged again on my bill and nobody will explain why,Negative,standard,2026-08-03 16:17:00
MSG60335,SUB100838,"My data finished far too fast, I am very disappointed with this plan",Negative,standard,2026-08-05 08:43:00
MSG60336,SUB100940,"Best network I have used, thank you for the quick help",Positive,standard,2026-08-05 07:27:00
MSG60337,SUB102440,"I love the new eSIM, activation was easy and quick",Positive,standard,2026-08-05 18:52:00
MSG60338,SUB102050,"Slow internet, expensive plan, a terrible experience all round",Negative,standard,2026-08-03 06:09:00
MSG60339,SUB101847,No internet for three days in Hyderabad and not one person helped me,Negative,standard,2026-08-05 00:32:00
MSG60340,SUB101496,"Third complaint this month about the same billing error, still unresolved",Negative,standard,2026-08-05 14:53:00
MSG60341,SUB100983,"I am extremely frustrated, my SIM activation has failed twice now",Negative,standard,2026-08-02 08:17:00
MSG60342,SUB102168,"Fast internet at a fair price, I am really pleased",Positive,standard,2026-08-04 00:35:00
MSG60343,SUB101883,Call quality in Mumbai is unacceptable for what I am paying,Negative,standard,2026-08-01 01:56:00
MSG60344,SUB101716,"Fantastic experience, the festival offer was a great deal",Positive,standard,2026-08-03 11:31:00
MSG60345,SUB103008,"Fantastic experience, the festival offer was a great deal",Positive,standard,2026-08-05 21:06:00
MSG60346,SUB102714,No internet for three days in Mumbai and not one person helped me,Negative,standard,2026-08-05 05:58:00
MSG60347,SUB102227,The app works well and my bill was finally correct this month,Positive,standard,2026-08-04 09:44:00
MSG60348,SUB102083,"Best network I have used, thank you for the quick help",Positive,standard,2026-08-05 18:33:00
MSG60349,SUB101151,Call quality in Bengaluru is unacceptable for what I am paying,Negative,standard,2026-08-03 20:38:00
MSG60350,SUB100375,"I am extremely frustrated, my SIM activation has failed twice now",Negative,standard,2026-08-01 22:29:00
MSG60351,SUB999999,"Worst service I have ever had, I waited two hours and got nothing",Negative,standard,2026-08-01 05:00:00
MSG60352,SUB103172,"Great support today, the agent solved my problem in minutes",Positive,standard,2026-08-01 07:35:00
MSG60353,SUB103042,"Fantastic experience, the festival offer was a great deal",Positive,standard,2026-08-02 11:17:00
